Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Propertycount
Epping,19 Lotus Ct,4,h,658000,PI,hockingstuart,2017-07-29T00:00:00Z,19.6,3076,4,2,2,571,1997,Whittlesea,Northern Metropolitan,10926
Epping,13 Manley St,3,h,500000,S,Darren,2017-07-29T00:00:00Z,19.6,3076,3,2,2,321,2011,Whittlesea,Northern Metropolitan,10926
Epping,3/3 Redding Ri,3,t,460000,SP,Love,2017-07-29T00:00:00Z,19.6,3076,3,2,2,484,1993,Whittlesea,Northern Metropolitan,10926
Epping,8 Shields St,3,h,560000,S,HAR,2017-07-29T00:00:00Z,19.6,3076,3,2,1,390,2007,Whittlesea,Northern Metropolitan,10926
Epping,6 Skehan Pl,5,h,660000,PI,HAR,2017-07-29T00:00:00Z,19.6,3076,5,2,2,511,2007,Whittlesea,Northern Metropolitan,10926
Epping,2/33 Wedge St,2,u,503000,S,Love,2017-07-29T00:00:00Z,19.6,3076,2,2,2,214,2000,Whittlesea,Northern Metropolitan,10926
Essendon,6/23 Daisy St,2,u,468000,S,Nelson,2017-07-29T00:00:00Z,7.5,3040,2,1,1,0,1973,Moonee Valley,Western Metropolitan,9264
Essendon,129 Deakin St,3,t,1002000,S,Nelson,2017-07-29T00:00:00Z,7.5,3040,3,2,2,292,1956,Moonee Valley,Western Metropolitan,9264
Essendon,27 McPhail St,3,h,1315000,S,Barry,2017-07-29T00:00:00Z,7.5,3040,3,3,1,226,1956,Moonee Valley,Western Metropolitan,9264
Essendon,118 Ogilvie St,3,t,1000000,S,Barry,2017-07-29T00:00:00Z,7.5,3040,3,2,2,440,1956,Moonee Valley,Western Metropolitan,9264
Essendon,1/46 Richardson St,2,u,550000,S,Brad,2017-07-29T00:00:00Z,7.5,3040,2,1,1,1032,1973,Moonee Valley,Western Metropolitan,9264
Essendon,61 William St,3,h,1875000,SP,Jellis,2017-07-29T00:00:00Z,7.5,3040,3,1,2,828,1956,Moonee Valley,Western Metropolitan,9264
Fairfield,9 Rushall St,3,h,1800000,SP,Jellis,2017-07-29T00:00:00Z,5.7,3078,3,1,2,697,1925,Darebin,Northern Metropolitan,2970
Fairfield,7/305 Station St,1,u,300000,PI,Nelson,2017-07-29T00:00:00Z,5.7,3078,1,1,1,0,1970,Darebin,Northern Metropolitan,2970
Fawkner,27 Vervale Av,3,h,661000,S,Raine,2017-07-29T00:00:00Z,13.1,3060,3,1,2,619,1970,Moreland,Northern Metropolitan,5070
Ferntree Gully,3 Hooker Rd,3,h,861000,S,Ray,2017-07-29T00:00:00Z,24.8,3156,3,2,1,720,1960,Knox,Eastern Metropolitan,10788
Ferntree Gully,79 McIver St,3,h,760000,S,Harcourts,2017-07-29T00:00:00Z,24.8,3156,3,1,3,984,1977,Knox,Eastern Metropolitan,10788
Ferntree Gully,72 Ormonde Rd,4,h,890000,S,Ray,2017-07-29T00:00:00Z,24.8,3156,4,2,2,659,1992,Knox,Eastern Metropolitan,10788
Footscray,703/250 Barkly St,2,u,582162,PI,Jas,2017-07-29T00:00:00Z,5.1,3011,2,1,1,1909,2007,Maribyrnong,Western Metropolitan,7570
Footscray,9/51 Napier St,2,u,370000,VB,Jas,2017-07-29T00:00:00Z,5.1,3011,2,1,1,0,1960,Maribyrnong,Western Metropolitan,7570
Footscray,18 White St,2,h,957000,S,Jas,2017-07-29T00:00:00Z,5.1,3011,2,1,0,148,1964,Maribyrnong,Western Metropolitan,7570
Forest Hill,45 Lasiandra Av,3,h,967545,SN,Woodards,2017-07-29T00:00:00Z,15.4,3131,3,2,2,505,1970,Whitehorse,Eastern Metropolitan,4385
Frankston,4 Alvina Ct,3,h,639568,SN,Barry,2017-07-29T00:00:00Z,38,3199,3,2,2,683,1970,Frankston,South-Eastern Metropolitan,17055
Frankston,4/93 Dandenong Rd E,2,u,266000,S,Buxton,2017-07-29T00:00:00Z,38,3199,2,1,1,0,1968,Frankston,South-Eastern Metropolitan,17055
Frankston,55 Margate Av,4,h,680000,VB,hockingstuart,2017-07-29T00:00:00Z,38,3199,4,2,3,767,1980,Frankston,South-Eastern Metropolitan,17055
Frankston,35 McAlister St,3,h,655000,SA,Eview,2017-07-29T00:00:00Z,38,3199,3,2,1,680,1970,Frankston,South-Eastern Metropolitan,17055
Frankston,11 Tertullian Ct,4,h,812214,SN,Barry,2017-07-29T00:00:00Z,38,3199,4,2,2,1551,1963,Frankston,South-Eastern Metropolitan,17055
Frankston North,7 Wirilda Cr,3,h,570000,SP,C21,2017-07-29T00:00:00Z,36.9,3200,3,1,4,632,1960,Frankston,Eastern Victoria,2500
Frankston South,90 Yuille St,4,h,945000,S,Bowman,2017-07-29T00:00:00Z,38,3199,4,2,2,694,2009,Frankston,South-Eastern Metropolitan,7566
Glen Huntly,1/1110 Glen Huntly Rd,2,u,450000,S,Woodards,2017-07-29T00:00:00Z,10.1,3163,2,1,1,0,2010,Glen Eira,Southern Metropolitan,2403
Glen Iris,1/10 Albion Rd,4,t,2221988,PI,Jellis,2017-07-29T00:00:00Z,7.3,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,14 Chaleyer St,3,h,1609732,S,Marshall,2017-07-29T00:00:00Z,7.3,3146,3,2,2,697,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,2/26 Edgar St,2,u,789507,PN,hockingstuart,2017-07-29T00:00:00Z,7.3,3146,2,1,1,0,1960,Stonnington,Southern Metropolitan,10412
Glen Iris,23 Hillside Pde,4,h,1908000,SP,J,2017-07-29T00:00:00Z,7.3,3146,4,1,1,702,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,4/1508 Malvern Rd,2,t,955000,S,Jellis,2017-07-29T00:00:00Z,7.3,3146,2,1,1,197,1970,Stonnington,Southern Metropolitan,10412
Glen Waverley,20 Cowrie St,4,h,1200000,S,Harcourts,2017-07-29T00:00:00Z,16.7,3150,4,2,2,660,1976,Monash,Eastern Metropolitan,15321
Glen Waverley,39 Madigan Dr,4,h,1334294,SP,Fletchers,2017-07-29T00:00:00Z,16.7,3150,4,2,2,673,1976,Monash,Eastern Metropolitan,15321
Glen Waverley,9 McKenna Rd,3,h,1130000,S,Harcourts,2017-07-29T00:00:00Z,16.7,3150,3,1,1,836,1985,Monash,Eastern Metropolitan,15321
Glen Waverley,8 Saladin Av,3,h,1395904,SN,Harcourts,2017-07-29T00:00:00Z,16.7,3150,3,1,1,872,1985,Monash,Eastern Metropolitan,15321
Glenroy,20A Apsley St,3,h,820000,S,Stockdale,2017-07-29T00:00:00Z,11.2,3046,3,1,4,650,1950,Moreland,Northern Metropolitan,8870
Glenroy,71 Augustine Tce,3,h,760000,S,Barry,2017-07-29T00:00:00Z,11.2,3046,3,1,4,625,1972,Moreland,Northern Metropolitan,8870
Glenroy,125 Glenroy Rd,4,h,778370,PI,Stockdale,2017-07-29T00:00:00Z,11.2,3046,4,1,2,661,1978,Moreland,Northern Metropolitan,8870
Glenroy,69 Melbourne Av,3,h,680000,S,FN,2017-07-29T00:00:00Z,11.2,3046,3,1,1,422,1960,Moreland,Northern Metropolitan,8870
Glenroy,1/96 Plumpton Av,3,u,653974,PI,Barry,2017-07-29T00:00:00Z,11.2,3046,3,2,1,845,2012,Moreland,Northern Metropolitan,8870
Glenroy,9 Rowan St,3,h,629500,S,YPA,2017-07-29T00:00:00Z,11.2,3046,3,1,1,610,1972,Moreland,Northern Metropolitan,8870
Gowanbrae,3 Bluebell Cr,3,h,900000,SP,Nelson,2017-07-29T00:00:00Z,12.9,3043,3,2,2,453,2005,Moreland,Western Metropolitan,1071
Greensborough,50 Albion Cr,4,h,770000,PI,Darren,2017-07-29T00:00:00Z,16.1,3088,4,2,2,789,1975,Banyule,Northern Metropolitan,8524
Greensborough,14 Glenwood Dr,4,h,887500,S,hockingstuart,2017-07-29T00:00:00Z,16.1,3088,4,2,2,737,1976,Nillumbik,Northern Metropolitan,8524
Greensborough,12 Yangoora Pl,4,h,900000,S,Morrison,2017-07-29T00:00:00Z,16.1,3088,4,3,1,807,1975,Banyule,Northern Metropolitan,8524
Greenvale,6 Abbey Al,3,h,633000,S,YPA,2017-07-29T00:00:00Z,20.4,3059,3,2,2,508,2001,Hume,Northern Metropolitan,4864
Hadfield,18 Exeter St,3,h,860000,S,Stockdale,2017-07-29T00:00:00Z,11.2,3046,3,2,2,591,1969,Moreland,Northern Metropolitan,2606
Hampton,41 Imbros St,5,h,2455091,S,hockingstuart,2017-07-29T00:00:00Z,13.8,3188,5,3,2,856,1920,Bayside,Southern Metropolitan,5454
Hawthorn,18/352 Auburn Rd,2,u,580000,S,R&H,2017-07-29T00:00:00Z,5.3,3122,2,1,1,0,1968,Boroondara,Southern Metropolitan,11308
Hawthorn,5/24 Muir St,2,u,840000,S,Woodards,2017-07-29T00:00:00Z,5.3,3122,2,1,1,974,1960,Boroondara,Southern Metropolitan,11308
Hawthorn,9 Randolph St,3,h,1460000,S,Nelson,2017-07-29T00:00:00Z,5.3,3122,3,1,1,259,1935,Boroondara,Southern Metropolitan,11308
Hawthorn East,6/712 Burwood Rd,2,u,400000,VB,Jellis,2017-07-29T00:00:00Z,6.2,3123,2,1,1,0,1955,Boroondara,Southern Metropolitan,6482
Heathmont,22 Orchard Gr,3,h,901000,S,hockingstuart,2017-07-29T00:00:00Z,21.3,3135,3,2,2,678,1975,Maroondah,Eastern Metropolitan,3794
Heidelberg,34 Berkeley Av,3,h,1043367,SN,Miles,2017-07-29T00:00:00Z,8.9,3084,3,2,2,664,1960,Banyule,Eastern Metropolitan,2890
Heidelberg,2/14 Edgar St,3,t,835000,VB,hockingstuart,2017-07-29T00:00:00Z,8.9,3084,3,2,2,161,2010,Banyule,Eastern Metropolitan,2890
Highett,2 Dalmont St,4,h,1535000,S,Buxton,2017-07-29T00:00:00Z,16,3190,4,3,2,595,1988,Bayside,Southern Metropolitan,4794
Highett,28 Graham Rd,3,h,1257000,S,Hodges,2017-07-29T00:00:00Z,16,3190,3,1,2,572,1978,Bayside,Southern Metropolitan,4794
Highett,1/12 Jillian Av,3,t,1200000,S,Charlton,2017-07-29T00:00:00Z,16,3190,3,1,2,269,2000,Bayside,Southern Metropolitan,4794
Highett,1/1 Peterson St,3,t,1030000,PI,Hodges,2017-07-29T00:00:00Z,16,3190,3,2,2,240,2006,Bayside,Southern Metropolitan,4794
Highett,23 The Crescent,3,h,1260000,S,Buxton,2017-07-29T00:00:00Z,16,3190,3,1,0,642,1978,Kingston,Southern Metropolitan,4794
Highett,31 The Crescent,4,t,1200000,S,hockingstuart,2017-07-29T00:00:00Z,16,3190,4,2,2,304,2007,Kingston,Southern Metropolitan,4794
Highett,46 Wilson St,2,h,1150000,PI,hockingstuart,2017-07-29T00:00:00Z,16,3190,2,1,2,591,1950,Bayside,Southern Metropolitan,4794
Hillside,1/14 Jade Wy,3,u,485000,S,Barry,2017-07-29T00:00:00Z,18,3037,3,2,2,345,2005,Melton,Western Metropolitan,5556
Hillside,20 Viridian Dr,4,h,618350,S,YPA,2017-07-29T00:00:00Z,18,3037,4,2,2,542,2009,Melton,Western Metropolitan,5556
Hoppers Crossing,7 Angela Dr,3,h,523502,SN,hockingstuart,2017-07-29T00:00:00Z,18.4,3029,3,2,0,751,1986,Wyndham,Western Metropolitan,13830
Hoppers Crossing,7 Brooke Ct,3,h,540000,S,Ray,2017-07-29T00:00:00Z,18.4,3029,3,2,2,580,1990,Wyndham,Western Metropolitan,13830
Hoppers Crossing,27 Empire Dr,3,h,523502,PI,Barry,2017-07-29T00:00:00Z,18.4,3029,3,2,1,435,2003,Wyndham,Western Metropolitan,13830
Hoppers Crossing,4 Gildan Ct,4,h,620912,SN,Barry,2017-07-29T00:00:00Z,18.4,3029,4,2,6,1468,1998,Wyndham,Western Metropolitan,13830
Hoppers Crossing,5 Kenmore Cl,4,h,620912,SN,Barry,2017-07-29T00:00:00Z,18.4,3029,4,2,2,600,1992,Wyndham,Western Metropolitan,13830
Huntingdale,39 Hargreaves St,3,h,990000,VB,Barry,2017-07-29T00:00:00Z,12.3,3166,3,1,2,628,1965,Monash,Southern Metropolitan,768
Ivanhoe,6 Carn Av,4,h,2250000,VB,Nelson,2017-07-29T00:00:00Z,7.8,3079,4,2,2,1011,1956,Banyule,Eastern Metropolitan,5549
Ivanhoe,25 Fairy St,4,h,2530000,VB,Miles,2017-07-29T00:00:00Z,7.8,3079,4,2,0,637,1936,Banyule,Eastern Metropolitan,5549
Ivanhoe East,51 Wilfred Rd,4,h,2020000,PI,Ray,2017-07-29T00:00:00Z,7.8,3079,4,3,3,1022,1952,Banyule,Eastern Metropolitan,1554
Jacana,29 Fox Ct,3,h,620500,S,RW,2017-07-29T00:00:00Z,14,3047,3,1,4,764,1966,Hume,Northern Metropolitan,851
Keilor East,9 Surrey Dr,4,h,1475000,PI,Harcourts,2017-07-29T00:00:00Z,11.7,3033,4,2,2,988,1984,Moonee Valley,Western Metropolitan,5629
Keilor Park,45 Collinson St,3,h,750000,S,Nelson,2017-07-29T00:00:00Z,10.4,3042,3,2,2,761,1980,Brimbank,Western Metropolitan,1119
Keilor Park,26 Snow St,5,h,765000,SP,McDonald,2017-07-29T00:00:00Z,10.4,3042,5,3,4,650,1970,Brimbank,Western Metropolitan,1119
Kensington,401/40 Altona St,2,u,445000,SP,Redina,2017-07-29T00:00:00Z,3.4,3031,2,1,1,1775,1974,Melbourne,Northern Metropolitan,5263
Kensington,509/72 Altona St,2,u,501000,SP,Jellis,2017-07-29T00:00:00Z,3.4,3031,2,1,1,3957,2008,Melbourne,Northern Metropolitan,5263
Kensington,32 Collett St,2,h,733359,SP,Nelson,2017-07-29T00:00:00Z,3.4,3031,2,1,0,165,1900,Melbourne,Northern Metropolitan,5263
Kensington,42 Gower St,3,h,1060000,S,Nelson,2017-07-29T00:00:00Z,3.4,3031,3,1,0,190,1946,Melbourne,Northern Metropolitan,5263
Kew,6/385 Barkers Rd,3,t,1405000,S,Buckingham,2017-07-29T00:00:00Z,5.4,3101,3,2,2,325,1980,Boroondara,Southern Metropolitan,10331
Kew,1/21 Hartington St,2,u,902704,PI,Nelson,2017-07-29T00:00:00Z,5.4,3101,2,1,1,0,1976,Boroondara,Southern Metropolitan,10331
Kew,11 Raheen Dr,4,h,3015000,S,Jellis,2017-07-29T00:00:00Z,5.4,3101,4,2,2,813,1970,Boroondara,Southern Metropolitan,10331
Kew East,7 Cadow St,3,h,1500000,S,Fletchers,2017-07-29T00:00:00Z,7.3,3102,3,2,2,446,1960,Boroondara,Southern Metropolitan,2671
Keysborough,28 Eildon Dr,3,h,745000,SP,Biggin,2017-07-29T00:00:00Z,25.2,3173,3,1,4,540,1980,Greater Dandenong,South-Eastern Metropolitan,8459
Keysborough,5 Faoro Ct,3,h,725000,S,Purplebricks,2017-07-29T00:00:00Z,25.2,3173,3,2,4,553,1988,Greater Dandenong,South-Eastern Metropolitan,8459
Kingsville,5/35 Kingsville St,1,u,216000,SP,Jas,2017-07-29T00:00:00Z,6.4,3012,1,1,1,0,1965,Maribyrnong,Western Metropolitan,1808
Kurunjang,55 Dunvegan Dr,3,h,375000,SP,hockingstuart,2017-07-29T00:00:00Z,31.7,3337,3,2,1,637,1980,Melton,Northern Victoria,3553
Lalor,2/7 Cooma Ct,2,u,444000,S,HAR,2017-07-29T00:00:00Z,16.3,3075,2,1,1,277,1980,Whittlesea,Northern Metropolitan,8279
Lalor,168 Darebin Dr,3,h,544000,S,Langwell,2017-07-29T00:00:00Z,16.3,3075,3,1,2,534,1960,Whittlesea,Northern Metropolitan,8279
Lalor,52 Monash St,3,h,580500,S,Love,2017-07-29T00:00:00Z,16.3,3075,3,1,1,532,1980,Whittlesea,Northern Metropolitan,8279
Lalor,60 Robert St,4,h,710000,S,Love,2017-07-29T00:00:00Z,16.3,3075,4,1,1,627,1970,Whittlesea,Northern Metropolitan,8279
Lalor,105 William St,3,h,700000,SP,YPA,2017-07-29T00:00:00Z,16.3,3075,3,1,2,625,1975,Whittlesea,Northern Metropolitan,8279
Langwarrin,2 Gianna Wy,3,h,565500,S,O'Brien,2017-07-29T00:00:00Z,41,3910,3,2,2,361,2002,Frankston,Eastern Victoria,8743
Maidstone,1/1 Clarendon St,3,t,670000,SP,Jas,2017-07-29T00:00:00Z,6.4,3012,3,2,2,159,2016,Maribyrnong,Western Metropolitan,3873
Maidstone,2/166 Mitchell St,4,t,821000,S,Jas,2017-07-29T00:00:00Z,6.4,3012,4,3,2,294,2014,Maribyrnong,Western Metropolitan,3873
Malvern East,1/1887 Malvern Rd,2,u,872816,SN,Marshall,2017-07-29T00:00:00Z,8.4,3145,2,1,1,0,1970,Stonnington,Southern Metropolitan,8801
Malvern East,56 Millewa Av,2,h,872816,S,Jellis,2017-07-29T00:00:00Z,8.4,3145,2,1,3,697,1960,Stonnington,Southern Metropolitan,8801
Maribyrnong,14 Ribbony Wk,3,h,600000,S,Rendina,2017-07-29T00:00:00Z,4.3,3032,3,2,2,581,1986,Maribyrnong,Western Metropolitan,4918
Meadow Heights,2/11 Dutton Ct,3,t,360000,SP,RW,2017-07-29T00:00:00Z,17.4,3048,3,1,1,154,2008,Hume,Northern Metropolitan,4704
Meadow Heights,118 Malmsbury Dr,3,h,455438,PI,FN,2017-07-29T00:00:00Z,17.4,3048,3,1,1,585,1982,Hume,Northern Metropolitan,4704
Meadow Heights,19 Papworth Pl,3,h,510000,SP,Barry,2017-07-29T00:00:00Z,17.4,3048,3,1,1,670,1960,Hume,Northern Metropolitan,4704
Melbourne,307/9 Commercial Rd,2,u,422000,S,LITTLE,2017-07-29T00:00:00Z,0,3000,2,1,1,225,1985,Melbourne,Northern Metropolitan,17496
Melbourne,709/87 Franklin St,2,u,565000,S,MICM,2017-07-29T00:00:00Z,0,3000,2,1,0,89,2003,Melbourne,Northern Metropolitan,17496
Melbourne,113/55 Queens Rd,3,u,750000,VB,Gary,2017-07-29T00:00:00Z,0,3000,3,2,1,16,2002,Melbourne,Northern Metropolitan,17496
Melbourne,713/118 Russell St,2,u,540000,PI,Harcourts,2017-07-29T00:00:00Z,0,3000,2,1,0,0,1950,Melbourne,Northern Metropolitan,17496
Melton South,24 Blaxland Rd,3,h,300000,S,Reliance,2017-07-29T00:00:00Z,29.8,3338,3,1,1,585,1979,Melton,Western Victoria,4718
Melton South,48 Manson Dr,3,h,385000,S,YPA,2017-07-29T00:00:00Z,29.8,3338,3,1,2,670,1975,Melton,Western Victoria,4718
Melton West,20 Linlithgow Wy,4,h,427500,S,hockingstuart,2017-07-29T00:00:00Z,31.7,3337,4,1,2,865,1980,Melton,Northern Victoria,6065
Mentone,1/33 Riviera St,2,u,641000,S,Thomson,2017-07-29T00:00:00Z,20,3194,2,1,1,0,1973,Kingston,South-Eastern Metropolitan,6162
Middle Park,6/178 Canterbury Rd,3,u,2238619,SP,Buxton,2017-07-29T00:00:00Z,3,3206,3,1,1,0,1909,Port Phillip,Southern Metropolitan,2019
Mill Park,14 Jasmine Dr,3,h,668000,S,Ray,2017-07-29T00:00:00Z,17.9,3082,3,2,1,555,1990,Whittlesea,Northern Metropolitan,10529
Mill Park,14 Medlar Ct,3,h,650000,PI,Ray,2017-07-29T00:00:00Z,17.9,3082,3,2,1,661,1990,Whittlesea,Northern Metropolitan,10529
Mill Park,2 Mimosa Rd,2,h,490000,S,Stockdale,2017-07-29T00:00:00Z,17.9,3082,2,1,2,374,1995,Whittlesea,Northern Metropolitan,10529
Mill Park,5 Peyton Dr,4,h,800000,S,HAR,2017-07-29T00:00:00Z,17.9,3082,4,2,2,674,1990,Whittlesea,Northern Metropolitan,10529
Mill Park,117 Telopea Cr,5,h,955000,S,HAR,2017-07-29T00:00:00Z,17.9,3082,5,2,5,698,1995,Whittlesea,Northern Metropolitan,10529
Mill Park,38 Wenden Rd,3,h,635000,S,RW,2017-07-29T00:00:00Z,17.9,3082,3,1,2,528,1988,Whittlesea,Northern Metropolitan,10529
Mont Albert,1/381 Elgar Rd,3,t,943000,S,Fletchers,2017-07-29T00:00:00Z,10.2,3127,3,1,1,248,2000,Whitehorse,Eastern Metropolitan,2079
Mont Albert,3/81 Victoria Cr,2,u,731476,SA,Fletchers,2017-07-29T00:00:00Z,10.2,3127,2,1,1,146,1960,Whitehorse,Eastern Metropolitan,2079
Moonee Ponds,90 Bent St,4,h,1400000,PI,Hodges,2017-07-29T00:00:00Z,6.2,3039,4,2,1,375,1930,Moonee Valley,Western Metropolitan,6232
Moonee Ponds,59 Margaret St,3,h,1245000,S,McDonald,2017-07-29T00:00:00Z,6.2,3039,3,1,0,234,1914,Moonee Valley,Western Metropolitan,6232
Moorabbin,3/13 Perry St,3,t,920000,S,hockingstuart,2017-07-29T00:00:00Z,14.3,3189,3,2,2,230,1967,Kingston,Southern Metropolitan,2555
Moorabbin,12a Schofield St,4,t,1320000,S,hockingstuart,2017-07-29T00:00:00Z,14.3,3189,4,2,2,645,1972,Kingston,Southern Metropolitan,2555
Mooroolbark,149 Manchester Rd,3,h,696000,S,Fletchers,2017-07-29T00:00:00Z,26.5,3138,3,1,2,886,1960,Yarra Ranges,Eastern Victoria,8280
Mordialloc,4/6 Crown Av,2,u,600000,S,Barry,2017-07-29T00:00:00Z,21.5,3195,2,1,1,0,1967,Kingston,South-Eastern Metropolitan,3650
Mordialloc,4/15 Hallmark Rd,2,u,440000,PI,Ray,2017-07-29T00:00:00Z,21.5,3195,2,1,1,303,1964,Kingston,South-Eastern Metropolitan,3650
Mordialloc,1/64 White St,3,t,630000,VB,Hodges,2017-07-29T00:00:00Z,21.5,3195,3,2,2,279,2010,Kingston,South-Eastern Metropolitan,3650
Mount Waverley,12 Baringa St,4,h,1444131,VB,Buxton,2017-07-29T00:00:00Z,14.2,3149,4,1,1,763,1969,Monash,Eastern Metropolitan,13366
Mount Waverley,5 Sesame St,4,h,1444131,S,Buxton,2017-07-29T00:00:00Z,14.2,3149,4,3,2,730,1969,Monash,Eastern Metropolitan,13366
Mount Waverley,31 Valley Rd,4,h,1444131,S,hockingstuart,2017-07-29T00:00:00Z,14.2,3149,4,1,2,721,1969,Monash,Eastern Metropolitan,13366
Mount Waverley,37 Waimarie Dr,3,h,1635000,S,Harcourts,2017-07-29T00:00:00Z,14.2,3149,3,1,2,720,1960,Monash,Eastern Metropolitan,13366
Mount Waverley,16 Walker Rd,3,h,1406000,S,Ray,2017-07-29T00:00:00Z,14.2,3149,3,2,2,660,1960,Monash,Eastern Metropolitan,13366
Mount Waverley,3 Wortley Av,4,h,1640000,S,Barry,2017-07-29T00:00:00Z,14.2,3149,4,2,2,811,1969,Monash,Eastern Metropolitan,13366
Mulgrave,35 Bevis St,3,h,9000000,PI,Hall,2017-07-29T00:00:00Z,18.8,3170,3,1,1,744,1960,Monash,South-Eastern Metropolitan,7113
Mulgrave,5 Grainger Ct,3,h,1001000,S,Harcourts,2017-07-29T00:00:00Z,18.8,3170,3,1,2,727,1970,Monash,South-Eastern Metropolitan,7113
Mulgrave,28 Mangana Dr,3,h,1202609,SN,Hall,2017-07-29T00:00:00Z,18.8,3170,3,1,2,675,1983,Monash,South-Eastern Metropolitan,7113
Mulgrave,7 Tottenham Gr,4,h,1030000,S,Ray,2017-07-29T00:00:00Z,18.8,3170,4,2,2,492,1980,Monash,South-Eastern Metropolitan,7113
Murrumbeena,2/20 Gerald St,2,u,540000,VB,Weston,2017-07-29T00:00:00Z,10.1,3163,2,1,1,80,1970,Glen Eira,Southern Metropolitan,4442
Murrumbeena,1/48 Kangaroo Rd,2,u,910000,S,hockingstuart,2017-07-29T00:00:00Z,10.1,3163,2,1,2,402,1970,Glen Eira,Southern Metropolitan,4442
Murrumbeena,8/25 Omama Rd,1,u,295000,PI,Thomson,2017-07-29T00:00:00Z,10.1,3163,1,1,1,0,1970,Glen Eira,Southern Metropolitan,4442
Murrumbeena,33 Weeroona Rd,3,h,1965000,S,Ray,2017-07-29T00:00:00Z,10.1,3163,3,2,3,926,1965,Glen Eira,Southern Metropolitan,4442
Narre Warren,11 Fountain Dr,3,h,605312,SN,Barry,2017-07-29T00:00:00Z,34.1,3805,3,1,1,675,1980,Casey,South-Eastern Metropolitan,9376
Narre Warren,9 Western Wy,3,h,605312,SN,Barry,2017-07-29T00:00:00Z,34.1,3805,3,1,2,819,1971,Casey,South-Eastern Metropolitan,9376
Newport,41 Gordon St,3,t,950000,SP,Greg,2017-07-29T00:00:00Z,6.2,3015,3,2,2,211,1962,Hobsons Bay,Western Metropolitan,5498
Newport,21 Latrobe St,3,h,881000,S,Sweeney,2017-07-29T00:00:00Z,6.2,3015,3,1,2,437,1962,Hobsons Bay,Western Metropolitan,5498
Newport,100 Market St,3,h,1008105,SP,hockingstuart,2017-07-29T00:00:00Z,6.2,3015,3,1,2,447,1962,Hobsons Bay,Western Metropolitan,5498
Newport,22/4 Mason St,2,u,582000,SP,Gunn&Co,2017-07-29T00:00:00Z,6.2,3015,2,1,1,963,2012,Hobsons Bay,Western Metropolitan,5498
Noble Park,38 Dunblane Rd,3,h,695000,S,Barry,2017-07-29T00:00:00Z,22.7,3174,3,1,1,671,1950,Greater Dandenong,South-Eastern Metropolitan,11806
North Melbourne,18/375 Abbotsford St,3,u,681000,S,JMRE,2017-07-29T00:00:00Z,1.8,3051,3,1,1,1843,1960,Melbourne,Northern Metropolitan,6821
North Melbourne,66/171 Flemington Rd,1,u,493700,SP,Alexkarbon,2017-07-29T00:00:00Z,1.8,3051,1,1,2,5973,1975,Melbourne,Northern Metropolitan,6821
North Melbourne,195 Peel St,2,h,1803000,SP,Alexkarbon,2017-07-29T00:00:00Z,1.8,3051,2,2,0,119,1964,Melbourne,Northern Metropolitan,6821
Northcote,4 Barry St,2,h,950000,SP,Nelson,2017-07-29T00:00:00Z,5.3,3070,2,1,0,114,1950,Darebin,Northern Metropolitan,11364
Northcote,120 Darebin Rd,3,h,1610000,S,Nelson,2017-07-29T00:00:00Z,5.3,3070,3,1,4,693,1939,Darebin,Northern Metropolitan,11364
Northcote,30 Johnson St,4,h,1515000,S,Jellis,2017-07-29T00:00:00Z,5.3,3070,4,1,2,318,1920,Darebin,Northern Metropolitan,11364
Northcote,5 Lees St,2,h,882474,SN,Barry,2017-07-29T00:00:00Z,5.3,3070,2,1,1,374,1935,Darebin,Northern Metropolitan,11364
Nunawading,3/61 Mount Pleasant Rd,2,u,725000,S,Stockdale,2017-07-29T00:00:00Z,15.4,3131,2,1,2,848,1975,Whitehorse,Eastern Metropolitan,4973
Nunawading,2/281 Springvale Rd,3,u,813000,S,Ray,2017-07-29T00:00:00Z,15.4,3131,3,2,2,266,2001,Whitehorse,Eastern Metropolitan,4973
Oak Park,2/36 Curie Av,2,t,545000,PI,Hodges,2017-07-29T00:00:00Z,11.2,3046,2,1,1,0,2013,Moreland,Northern Metropolitan,2651
Oak Park,15 Nerissa Gr,4,h,1300000,PI,Woodards,2017-07-29T00:00:00Z,11.2,3046,4,2,2,866,1960,Moreland,Northern Metropolitan,2651
Oak Park,88 Vincent St,4,h,1260000,S,Considine,2017-07-29T00:00:00Z,11.2,3046,4,2,2,656,1960,Moreland,Northern Metropolitan,2651
Oak Park,59 Winifred St,4,h,921000,S,Jellis,2017-07-29T00:00:00Z,11.2,3046,4,1,4,550,1950,Moreland,Northern Metropolitan,2651
Oakleigh South,9 Mimosa Av,3,h,1250000,S,McGrath,2017-07-29T00:00:00Z,15.5,3167,3,1,2,680,1964,Monash,South-Eastern Metropolitan,3692
Oakleigh South,58 Sherbrooke Av,3,h,840000,PI,Woodards,2017-07-29T00:00:00Z,15.5,3167,3,1,4,601,1964,Kingston,South-Eastern Metropolitan,3692
